date,sales_1,sales_2,sales_3,sales_4,sales_5,sales_6,sales_7,sales_8,sales_9,sales_10,sales_11,sales_12,sales_13,sales_14,sales_15,sales_16,sales_17,sales_18,sales_19,sales_20,sales_21,sales_22,sales_23,sales_24,sales_25,sales_26,sales_27,sales_28,sales_29,sales_30,sales_31,sales_32,sales_33,sales_34,sales_35,sales_36,sales_37,sales_38,sales_39,sales_40,sales_41,sales_42,sales_43,sales_44,sales_45,sales_46,sales_47,sales_48,sales_49,sales_50
12/25/2014,20,36,17,10,13,41,37,54,31,38,43,48,50,37,53,17,19,61,33,17,27,54,17,41,63,26,24,69,46,28,45,27,45,19,37,51,21,59,30,17,13,22,32,24,55,27,10,34,25,45
12/26/2014,12,41,25,13,9,42,45,42,38,53,51,44,63,45,58,20,24,60,27,33,32,52,26,49,57,33,16,59,41,26,44,24,50,13,50,42,29,54,26,19,19,24,34,22,54,31,9,39,20,34
12/27/2014,15,52,25,15,16,52,31,53,34,41,37,40,62,40,66,19,26,70,24,47,34,48,14,48,42,44,20,61,60,38,41,36,57,25,46,69,24,56,29,17,21,27,41,21,56,50,20,41,12,44
12/28/2014,17,42,27,20,15,50,44,60,39,55,60,60,82,47,70,17,22,70,27,39,33,59,29,45,58,30,16,70,51,27,55,41,45,24,60,57,15,64,30,19,19,31,44,20,56,48,16,32,26,55
12/29/2014,9,32,25,7,6,29,26,41,30,38,22,33,29,30,50,17,12,39,22,21,20,45,12,43,39,25,8,52,34,13,37,24,44,15,34,36,20,50,24,17,11,14,30,12,38,23,12,22,7,29
12/30/2014,11,37,22,12,6,36,36,48,19,34,41,36,45,36,44,12,22,54,20,34,22,45,20,40,48,21,14,63,42,20,31,26,52,16,39,49,24,45,28,21,17,20,33,17,33,32,8,27,12,37
12/31/2014,12,46,25,14,10,40,28,35,31,39,55,44,50,31,58,13,23,35,38,28,24,46,18,39,54,23,16,46,53,25,48,33,39,12,37,44,22,46,13,16,11,15,24,24,51,46,17,35,12,39
1/1/2015,11,36,18,15,14,32,37,41,28,40,49,42,39,43,45,26,14,50,25,24,24,54,11,32,49,25,15,54,36,26,37,20,39,17,40,45,22,48,20,20,17,14,36,7,56,32,14,21,11,37
1/2/2015,19,45,25,20,10,33,38,41,21,50,42,45,47,34,73,8,20,71,24,38,25,64,20,41,54,23,13,47,46,27,33,26,43,16,50,40,24,55,25,16,15,26,35,17,47,34,15,30,20,50
1/3/2015,16,41,28,19,9,32,47,49,36,46,46,33,57,42,65,19,24,69,12,32,26,47,18,51,52,33,18,61,46,24,43,23,48,9,54,56,23,52,24,24,21,23,30,19,49,43,14,33,16,39
1/4/2015,14,49,28,23,15,44,48,58,29,55,47,55,62,38,67,17,27,57,21,38,39,56,27,54,46,20,18,79,45,26,53,37,45,21,54,55,19,64,31,24,13,27,38,15,73,44,6,38,26,47
1/5/2015,14,25,20,10,12,30,23,43,30,39,33,42,44,30,42,9,16,47,19,27,23,40,7,33,37,21,15,57,37,21,24,23,29,9,27,40,13,47,21,20,12,26,26,15,50,26,12,24,16,31
1/6/2015,9,27,16,13,14,34,30,43,25,42,39,30,32,30,35,14,19,49,20,28,25,43,14,47,38,23,17,52,36,30,36,29,42,13,31,43,19,42,25,14,10,23,32,15,43,41,10,41,12,35
1/7/2015,13,26,19,21,10,37,29,40,25,59,42,44,40,24,64,22,12,36,28,27,23,45,17,36,34,36,17,41,30,33,31,26,50,12,45,46,12,49,33,17,9,13,27,22,40,39,14,31,12,43
1/8/2015,18,42,20,16,17,43,23,39,37,50,38,53,47,43,62,14,16,52,27,28,36,37,23,43,45,24,10,53,42,21,38,35,46,17,38,48,12,49,18,16,15,21,34,14,68,35,14,22,17,41
1/9/2015,18,39,29,14,9,41,35,32,26,43,45,47,52,54,74,19,18,55,35,31,28,43,16,43,38,29,17,50,31,25,32,32,30,15,42,52,24,49,35,21,16,23,37,19,48,33,12,32,15,47
1/10/2015,17,32,19,28,6,39,44,50,27,63,43,51,60,35,57,17,27,74,34,24,31,57,19,35,51,34,19,68,45,39,37,36,48,20,39,53,17,47,20,21,20,26,35,16,75,52,9,37,18,37
1/11/2015,19,43,33,13,19,43,42,58,50,59,51,53,57,40,68,15,25,58,23,33,32,61,20,56,54,32,13,74,48,22,29,30,43,17,43,63,25,58,32,16,15,22,47,13,64,48,16,33,26,50
1/12/2015,9,17,24,15,7,17,35,48,28,40,30,52,41,27,40,12,23,50,23,20,21,45,14,31,39,18,14,46,29,25,34,22,28,14,36,32,13,43,15,7,8,19,24,18,34,28,10,22,18,31
1/13/2015,9,32,24,6,10,42,31,49,24,42,39,36,48,34,44,17,20,41,15,22,18,50,18,49,44,28,11,47,38,23,35,23,37,10,39,49,18,41,19,17,13,21,30,18,52,31,9,35,11,25
1/14/2015,15,27,26,14,12,25,22,37,30,38,41,42,52,33,52,12,23,59,14,23,22,46,16,29,43,26,7,52,49,30,38,30,33,15,33,35,16,42,24,12,8,29,28,16,55,35,6,26,17,47
1/15/2015,10,34,27,14,8,35,29,48,37,50,46,35,45,35,49,9,26,40,24,35,34,50,20,31,56,30,15,53,39,23,41,29,44,16,38,45,19,49,29,18,12,15,35,15,44,38,17,34,16,32
1/16/2015,15,39,28,11,10,28,31,54,44,46,41,49,44,34,58,11,23,47,26,27,24,61,16,42,62,35,16,63,39,21,34,30,48,20,53,50,14,46,34,19,11,15,30,21,58,46,10,32,22,41
1/17/2015,16,44,24,19,12,39,50,49,32,56,46,62,59,43,59,19,23,56,27,29,27,60,25,46,58,28,13,58,43,28,36,24,47,19,47,49,18,45,24,16,16,36,32,22,54,39,20,44,28,33
1/18/2015,15,33,35,18,12,43,34,56,53,47,54,36,60,45,52,15,15,55,23,32,36,54,23,40,44,36,21,71,48,28,35,36,45,22,62,48,24,63,34,28,18,29,38,21,57,41,17,38,26,57
1/19/2015,12,30,19,15,9,30,33,49,29,33,38,36,46,28,37,17,12,49,24,27,11,43,13,28,41,16,5,49,26,19,29,22,32,12,35,39,13,42,18,18,9,17,21,11,40,36,11,23,11,31
1/20/2015,12,39,17,9,10,30,40,58,25,44,46,50,50,33,65,11,23,37,21,27,22,37,18,41,43,20,10,53,45,28,41,23,48,14,42,29,11,43,34,17,14,25,23,13,39,37,7,26,23,46
1/21/2015,10,41,15,13,9,28,25,42,27,32,44,39,38,42,47,9,10,55,33,16,23,43,23,36,43,29,13,47,47,18,39,21,28,16,56,50,12,52,28,13,15,21,39,22,54,31,10,30,14,31
1/22/2015,8,34,22,6,16,33,45,54,34,45,45,39,47,33,37,21,21,56,21,34,30,54,15,40,50,21,6,48,58,29,40,23,46,15,42,44,14,36,26,25,6,20,27,13,40,36,18,34,21,40
1/23/2015,14,36,26,10,13,30,38,45,46,47,53,47,49,47,54,10,19,56,26,21,22,48,22,51,68,36,15,64,51,27,42,33,43,18,49,49,21,58,26,18,12,27,30,18,54,33,19,41,18,38
1/24/2015,20,47,24,13,13,43,41,59,41,64,47,45,48,40,56,12,26,66,27,30,38,53,27,38,43,34,14,56,59,24,43,23,54,23,51,59,19,54,31,8,14,26,42,13,60,42,15,41,19,43
1/25/2015,19,49,30,18,9,40,52,62,34,56,57,50,71,41,61,14,26,60,19,34,24,63,21,48,49,35,8,71,50,37,44,31,40,24,40,59,21,58,30,27,13,24,32,15,60,32,18,34,27,37
1/26/2015,12,30,20,9,7,35,28,28,43,32,31,28,47,25,41,13,14,41,16,16,21,34,17,35,42,24,7,49,30,15,25,18,36,11,27,41,16,40,27,11,7,20,27,16,48,18,15,36,15,32
1/27/2015,13,36,17,11,16,38,28,54,31,49,33,33,46,24,49,19,14,52,19,29,22,52,14,32,52,32,9,54,46,26,30,31,39,18,45,44,17,48,27,15,22,20,22,13,48,21,12,28,14,46
1/28/2015,13,29,25,14,15,25,34,45,27,44,34,54,51,36,55,11,24,52,27,28,13,41,14,37,36,38,16,51,40,29,34,29,36,11,35,36,19,36,19,9,10,28,26,18,60,32,10,26,18,37
1/29/2015,7,38,21,15,13,32,35,53,31,56,40,49,34,35,46,18,17,54,17,37,24,59,22,29,48,32,12,50,43,30,35,27,39,12,32,54,11,44,24,14,11,17,23,20,37,40,15,33,18,44
1/30/2015,12,34,15,18,12,39,27,58,37,47,45,40,49,27,46,24,25,46,28,29,19,44,22,55,49,32,16,60,51,36,42,22,42,17,41,51,18,50,32,19,11,21,30,16,56,46,16,34,14,45
1/31/2015,19,40,25,14,19,51,32,53,35,36,48,59,52,38,58,16,23,56,26,32,27,59,19,46,63,30,18,65,53,28,41,33,45,17,28,51,27,59,29,23,13,21,32,21,66,42,19,47,22,46
2/1/2015,17,55,32,15,13,43,37,59,39,49,61,58,74,45,86,27,27,61,30,41,34,69,32,50,66,35,14,71,52,35,48,37,61,30,44,56,24,70,47,21,21,24,42,26,68,61,24,29,24,43
2/2/2015,6,33,13,9,13,29,28,43,19,34,37,34,53,40,52,12,22,49,28,22,17,39,16,33,44,22,10,47,34,14,47,29,35,9,33,44,16,52,13,12,12,22,38,13,49,45,11,35,11,32
2/3/2015,10,36,15,17,9,37,37,45,36,47,47,43,49,34,40,20,12,58,29,22,17,49,16,43,48,31,25,63,42,19,31,36,49,12,42,36,21,36,21,13,12,23,38,16,56,34,15,30,22,35
2/4/2015,8,28,24,13,8,40,41,56,34,44,48,43,53,29,44,12,21,46,23,35,24,61,20,50,49,38,8,58,50,25,32,31,46,20,48,50,17,34,28,15,16,26,31,10,55,35,12,33,12,46
2/5/2015,18,38,20,14,7,39,41,47,43,41,53,50,61,46,66,17,23,63,27,33,31,57,18,36,43,36,14,50,40,22,40,29,47,16,52,58,18,43,23,12,18,28,25,24,46,57,13,43,18,35
2/6/2015,13,44,20,13,16,50,38,66,28,50,40,48,63,33,56,18,18,60,35,29,33,64,19,48,53,34,13,71,47,26,40,29,48,23,48,66,24,51,35,28,15,24,37,24,49,46,14,45,19,46
2/7/2015,13,40,38,13,17,42,41,57,39,56,52,52,70,42,72,19,26,60,18,38,28,58,20,51,46,26,17,61,57,36,39,36,57,24,43,56,19,61,30,19,19,37,30,17,65,40,14,40,32,43
2/8/2015,18,50,38,23,8,48,55,71,42,50,55,59,68,55,60,33,24,57,33,40,24,67,33,43,66,33,23,62,64,32,47,35,56,22,61,64,28,58,35,30,18,33,50,26,62,54,16,67,20,70
2/9/2015,12,37,19,5,7,41,42,45,26,30,36,46,42,42,44,15,25,45,26,27,26,42,17,46,44,29,9,38,36,20,37,24,42,18,28,30,18,59,26,18,12,19,30,18,41,27,18,27,22,28
2/10/2015,15,46,25,15,17,35,44,56,39,49,49,46,52,32,49,17,23,63,22,30,29,49,23,48,56,30,16,56,37,17,34,28,52,10,49,54,17,46,31,19,3,24,37,16,49,24,11,34,21,46
2/11/2015,19,34,22,15,10,38,38,49,32,52,44,34,64,38,45,12,18,58,23,32,33,60,20,34,43,44,10,59,43,19,40,33,38,13,38,44,25,55,32,18,10,32,30,23,51,37,14,36,14,43
2/12/2015,15,43,19,17,10,37,30,55,32,48,38,40,54,33,45,18,22,64,23,43,25,53,23,51,56,30,17,64,41,22,47,36,44,17,49,46,18,66,28,25,14,36,32,18,54,43,14,43,17,35
2/13/2015,13,47,15,13,17,42,43,57,45,55,51,47,65,32,62,26,30,73,24,32,35,63,22,44,54,32,9,69,45,20,53,35,58,20,50,46,20,58,26,13,26,25,36,23,58,51,11,32,9,41
2/14/2015,11,45,28,15,9,49,44,56,44,53,51,60,58,59,66,22,20,64,40,37,35,55,24,51,61,38,20,84,58,21,43,38,36,32,42,60,18,61,32,23,12,32,34,19,58,54,20,41,22,41
2/15/2015,18,53,35,20,13,52,54,46,38,52,56,63,80,64,80,20,30,90,38,41,35,66,19,47,63,38,14,74,66,43,52,38,52,22,49,66,21,53,39,25,19,24,31,26,54,41,14,32,23,69
2/16/2015,14,26,22,17,13,23,19,41,30,35,41,47,49,35,48,11,19,43,22,28,30,43,11,35,45,27,9,46,36,24,23,19,42,12,36,45,18,41,30,17,13,21,15,19,40,37,9,30,24,37
2/17/2015,16,47,23,15,12,40,35,39,34,45,40,42,50,31,75,27,23,43,19,27,30,57,26,40,51,28,8,51,57,24,33,27,52,14,36,46,20,42,36,22,17,21,35,12,53,31,15,27,12,47
2/18/2015,16,39,22,6,12,31,39,46,19,28,54,49,55,29,54,18,21,56,28,32,24,53,18,42,52,25,22,55,52,31,36,20,53,18,40,51,26,49,24,23,12,37,34,32,46,34,8,26,17,42
2/19/2015,11,43,29,20,19,45,34,57,32,63,31,46,60,37,51,10,23,66,23,21,30,77,24,34,46,44,13,77,48,27,38,27,50,15,48,51,22,53,38,28,17,23,40,19,58,39,17,38,18,34
2/20/2015,10,30,21,19,12,38,35,56,26,51,49,51,51,46,75,20,26,62,25,37,30,54,22,53,59,29,20,64,47,30,29,34,43,21,49,60,20,54,20,16,11,30,55,20,56,35,17,34,20,42
2/21/2015,19,50,27,12,4,47,46,48,36,68,56,45,53,53,68,17,21,63,38,38,27,45,22,46,54,39,13,73,53,27,42,39,54,17,37,60,18,58,33,24,16,35,34,19,63,41,18,29,18,45
2/22/2015,24,53,26,13,19,52,42,46,48,49,53,49,72,51,76,12,25,62,44,48,43,63,20,46,60,28,21,78,55,25,37,40,51,12,52,67,24,71,39,22,13,30,36,28,73,61,20,37,27,50
2/23/2015,9,33,21,9,9,31,38,41,27,44,33,37,41,22,54,16,17,56,23,31,24,39,14,29,40,31,11,33,31,21,27,21,37,12,32,45,14,36,24,18,7,23,32,11,50,22,11,27,14,37
2/24/2015,8,41,19,14,13,43,29,54,24,53,28,45,51,42,58,11,26,46,21,28,27,50,12,37,46,19,15,43,37,31,35,26,32,7,54,52,16,50,25,15,13,24,32,23,47,39,17,38,10,37
2/25/2015,13,32,23,11,4,31,39,41,28,63,59,44,43,37,53,18,29,62,26,30,36,45,13,40,62,22,14,46,35,25,38,36,37,16,34,42,11,51,35,21,16,29,22,21,43,28,19,27,15,41
2/26/2015,18,39,26,11,14,39,48,59,35,47,45,39,56,36,59,12,18,52,33,29,27,60,20,50,62,21,15,47,55,22,36,24,48,9,47,45,17,52,33,22,8,23,31,12,68,50,17,38,23,47
2/27/2015,17,54,30,21,11,37,53,37,23,53,57,41,42,55,57,25,28,68,30,35,32,56,17,53,45,32,12,45,39,21,33,36,51,19,47,68,20,57,37,22,16,29,20,19,48,46,14,32,17,44
2/28/2015,18,41,18,22,19,37,41,70,31,48,66,60,54,44,71,25,24,86,28,44,32,63,21,40,73,34,19,72,49,22,50,40,60,22,55,61,27,76,39,15,16,22,43,27,59,46,20,39,19,43
3/1/2015,18,57,26,23,21,44,65,73,48,60,68,66,96,61,90,26,36,88,37,48,29,79,41,68,66,58,25,81,69,40,54,46,78,22,59,76,27,79,36,36,15,35,38,27,83,57,25,40,25,61
3/2/2015,17,33,26,10,17,41,37,54,31,41,55,52,57,32,56,20,21,66,17,32,27,51,26,42,43,30,11,64,53,35,22,38,39,17,36,50,28,51,28,22,13,25,37,28,39,47,7,35,11,36
3/3/2015,14,32,19,25,21,44,36,63,37,43,50,50,40,35,76,17,17,65,29,35,28,54,25,67,77,33,20,69,43,25,41,30,50,26,44,60,21,55,33,30,16,27,43,34,56,42,13,35,23,52
3/4/2015,19,39,21,18,11,49,48,58,45,58,54,53,59,46,71,17,23,57,23,41,26,67,13,51,62,35,25,80,50,26,42,42,45,11,44,54,24,69,25,29,13,25,46,23,73,42,21,46,25,51
3/5/2015,10,61,34,19,11,59,46,65,47,63,51,66,76,48,68,24,18,59,39,27,35,74,25,62,59,39,19,70,58,28,32,26,49,29,53,72,25,72,35,27,14,31,46,27,57,41,12,36,23,55
3/6/2015,17,64,26,7,10,49,49,74,43,64,55,50,70,43,71,22,28,69,39,42,22,83,23,59,69,41,16,77,68,31,43,34,58,16,46,68,23,83,40,29,15,23,37,27,72,46,16,59,27,61
3/7/2015,16,65,30,21,21,52,46,79,63,72,57,68,86,53,73,25,36,72,37,45,33,82,27,50,83,34,23,70,62,36,66,46,60,20,52,78,38,74,32,17,17,31,55,33,79,60,23,47,23,56
3/8/2015,13,61,36,25,13,58,69,73,50,64,63,74,75,54,80,26,34,89,28,38,37,86,29,72,85,50,21,83,82,33,70,45,83,29,70,77,29,78,40,20,18,31,51,33,77,55,27,50,22,51
3/9/2015,13,50,29,17,10,35,43,54,30,52,49,42,48,42,52,13,19,59,18,21,29,52,19,32,59,24,22,54,41,28,36,25,36,16,30,62,19,59,30,26,16,36,38,16,40,36,19,34,19,48
3/10/2015,23,55,30,13,17,41,42,53,44,51,54,52,85,58,68,17,19,65,35,26,36,65,20,44,54,38,19,76,55,33,44,28,49,20,61,69,27,58,33,20,21,31,39,23,64,42,18,37,20,46
3/11/2015,21,45,24,14,10,59,36,67,31,59,53,59,64,44,63,19,19,68,31,47,31,46,19,51,59,31,12,58,53,38,48,37,62,15,57,61,18,66,35,18,21,27,34,16,59,44,15,38,17,51
3/12/2015,24,46,25,18,17,36,56,67,45,56,63,66,61,41,76,15,18,74,27,32,35,57,27,50,60,42,17,62,52,37,49,39,53,20,41,67,30,66,34,20,22,24,47,14,59,38,17,44,22,56
3/13/2015,25,50,33,12,16,68,45,70,55,69,72,61,78,60,79,14,30,78,36,41,46,70,23,54,87,46,27,86,71,37,60,36,67,23,66,61,22,70,46,22,23,29,47,31,66,47,25,58,32,55
3/14/2015,15,63,35,25,16,50,63,75,46,64,65,75,68,54,82,20,42,73,32,59,33,70,20,55,79,42,20,96,70,47,65,40,61,19,58,56,27,65,39,26,25,27,48,21,82,47,20,58,31,61
3/15/2015,20,58,46,20,12,56,60,81,42,66,54,61,81,73,97,23,23,72,42,47,42,78,36,68,99,42,18,104,64,32,63,56,75,18,70,89,22,64,47,35,25,35,41,32,88,65,20,40,19,59
3/16/2015,13,48,20,17,19,35,42,40,19,43,42,53,56,41,63,19,20,52,19,37,30,57,24,33,46,39,10,60,45,26,31,36,48,14,34,46,17,44,32,23,13,19,35,20,49,41,17,34,15,42
3/17/2015,15,39,23,18,17,44,40,57,28,49,61,48,54,48,71,19,24,72,24,27,28,49,22,47,65,49,17,64,50,23,39,43,45,20,63,68,24,64,32,26,16,19,41,25,71,56,22,31,31,37
3/18/2015,16,44,29,17,16,38,38,58,37,61,42,47,65,52,64,17,30,71,35,25,32,59,23,66,60,28,9,69,41,46,43,39,43,23,56,57,17,62,30,18,18,26,47,16,65,32,18,45,18,55
3/19/2015,17,33,33,21,13,40,42,69,37,50,67,46,57,52,82,15,27,77,36,38,32,74,25,47,65,34,17,76,53,31,49,44,64,15,65,53,21,75,42,19,19,31,42,24,67,49,20,38,21,64
3/20/2015,31,61,44,15,14,54,51,68,51,49,44,64,68,58,74,31,23,88,35,35,44,63,20,58,82,40,11,87,60,35,52,34,55,21,61,77,21,83,35,26,10,30,45,20,77,50,15,48,26,60
3/21/2015,25,41,35,20,20,58,58,63,48,69,76,65,82,43,70,24,25,81,33,50,40,58,23,59,76,45,23,101,59,36,54,35,74,19,76,56,42,83,46,29,19,26,49,20,71,49,18,47,25,64
3/22/2015,23,60,32,13,20,61,56,80,49,87,71,82,79,54,66,23,32,81,34,52,39,79,19,71,63,42,18,86,75,36,55,41,64,16,62,77,31,76,39,34,25,40,50,27,75,61,18,55,25,57
3/23/2015,16,45,28,12,14,38,37,50,24,56,45,45,43,40,50,26,22,56,37,28,30,48,15,36,41,27,25,57,32,25,45,28,46,15,47,51,12,43,24,15,11,24,38,13,47,46,15,33,16,43
3/24/2015,18,42,22,15,13,42,42,60,42,58,46,53,53,49,72,14,26,68,40,30,31,52,25,53,63,43,16,67,50,25,42,33,54,19,54,53,22,65,26,20,21,31,31,20,55,37,16,37,13,48
3/25/2015,13,46,22,13,19,40,40,70,40,62,47,50,56,41,59,22,19,51,32,39,31,74,21,63,54,35,17,60,51,43,52,36,56,17,56,43,22,71,32,27,17,21,42,18,72,45,18,35,23,43
3/26/2015,10,42,30,17,14,57,42,62,36,55,45,49,76,50,64,14,29,74,23,51,37,63,25,53,64,44,19,72,53,33,44,29,55,22,49,58,20,53,33,19,12,37,38,34,56,52,15,48,24,64
3/27/2015,16,61,30,18,15,46,50,65,40,71,53,60,65,44,80,22,18,67,31,33,39,61,24,55,59,43,20,80,62,26,56,42,63,19,55,63,27,66,33,21,27,34,39,23,65,54,18,45,28,40
3/28/2015,12,65,35,19,11,42,42,69,39,55,60,57,72,44,89,28,28,82,37,40,37,90,20,67,63,51,18,80,52,43,63,51,50,23,57,63,32,76,35,17,19,33,44,26,64,48,22,55,29,57
3/29/2015,25,55,31,26,20,45,67,71,42,72,69,68,85,62,98,28,32,69,55,44,39,81,28,64,84,46,12,92,72,42,66,51,71,35,59,82,28,89,35,37,21,41,48,30,80,62,26,49,20,77
3/30/2015,19,32,19,20,10,34,22,52,28,54,42,57,57,37,66,15,22,56,34,28,31,43,20,37,55,36,14,48,42,35,40,32,41,16,46,48,13,53,27,17,18,23,32,16,43,42,13,43,30,43
3/31/2015,18,43,35,24,12,49,42,63,49,41,49,72,58,46,59,26,24,69,38,38,30,66,13,51,53,25,15,75,50,20,46,33,48,18,50,50,26,75,30,23,22,25,37,23,63,43,16,42,20,55
4/1/2015,24,48,38,12,20,51,47,60,44,62,57,65,82,58,90,20,20,65,41,45,29,72,33,71,75,40,21,77,53,30,38,30,61,24,56,58,31,82,35,23,19,28,37,30,72,48,14,44,22,54
4/2/2015,20,60,34,21,9,57,55,71,49,70,53,73,74,57,82,33,34,94,49,36,49,70,25,63,66,56,25,89,60,36,59,38,86,28,51,76,22,78,32,35,26,40,46,29,85,63,24,48,27,83
4/3/2015,27,47,37,26,29,69,58,87,45,72,73,77,89,59,102,32,43,82,57,51,32,80,33,61,92,44,24,94,64,43,60,45,73,22,58,83,24,91,46,29,21,41,59,29,86,62,21,42,30,59
4/4/2015,26,64,38,30,13,70,62,75,51,85,79,73,80,56,98,35,38,86,43,50,55,96,34,66,82,49,25,96,69,36,59,58,71,38,75,67,45,85,52,36,29,46,48,25,79,56,26,56,28,77
4/5/2015,20,79,35,32,25,66,77,91,63,75,57,83,91,51,94,23,42,84,51,55,36,103,39,77,99,46,26,99,89,48,76,42,73,18,66,90,44,95,49,33,26,31,55,35,115,55,20,71,41,64
4/6/2015,20,55,36,12,24,41,41,49,40,60,59,55,70,54,65,23,17,69,32,39,24,61,17,43,66,37,11,71,62,32,37,37,55,26,53,58,26,66,35,19,13,26,39,25,59,45,17,42,15,68
4/7/2015,19,51,45,28,11,42,61,86,43,51,72,59,69,58,67,30,36,74,42,43,31,69,21,64,71,35,17,57,59,32,53,43,64,22,70,60,29,66,33,33,16,30,53,26,65,52,14,50,25,65
4/8/2015,17,53,27,23,15,58,62,72,51,56,69,64,74,57,84,16,31,81,33,34,37,69,24,56,76,42,21,70,62,38,61,38,59,19,59,61,25,74,44,26,20,36,45,23,67,58,26,40,31,56
4/9/2015,20,61,37,24,20,57,61,71,54,65,72,67,63,57,78,27,34,84,39,47,34,53,33,67,76,48,17,96,73,49,57,41,67,28,53,62,37,86,38,36,20,37,58,16,76,54,18,51,29,61
4/10/2015,24,53,39,20,18,49,68,83,43,74,70,68,80,58,89,23,43,72,34,43,36,77,26,60,69,45,20,79,70,43,63,48,63,31,58,65,36,79,42,25,20,26,53,26,79,61,17,62,26,77
4/11/2015,17,69,39,27,22,70,66,77,56,81,74,67,90,59,91,33,32,89,46,55,48,80,21,81,80,53,26,78,74,48,63,42,71,27,75,95,24,102,47,31,28,39,53,28,79,65,18,55,35,67
4/12/2015,21,61,41,19,19,54,68,82,59,90,90,72,93,56,111,23,42,104,52,55,45,93,27,84,97,57,32,116,74,36,77,48,87,26,57,97,36,81,42,25,22,32,66,31,91,73,21,63,33,62
4/13/2015,14,39,24,15,9,41,42,63,52,70,46,42,61,43,71,25,32,49,31,38,28,81,25,63,60,23,18,60,47,31,38,39,53,16,50,68,19,60,29,22,23,21,44,28,56,40,17,27,21,44
4/14/2015,26,43,21,21,22,52,59,81,48,57,53,66,67,46,66,16,27,90,33,41,26,65,24,48,59,31,21,74,70,41,48,41,53,21,52,63,23,89,42,22,25,45,52,22,82,53,19,51,26,50
4/15/2015,26,41,29,19,12,52,60,57,52,52,67,63,66,43,91,21,26,66,35,38,38,66,30,57,64,52,20,76,58,25,47,37,55,24,54,70,23,77,33,29,18,27,46,23,75,37,14,51,26,56
4/16/2015,20,69,33,26,8,44,69,71,68,60,82,66,80,55,90,22,28,73,51,39,41,68,21,64,79,36,20,89,78,41,44,34,63,26,54,70,19,85,40,22,23,34,50,28,79,55,14,44,23,76
4/17/2015,22,58,37,22,13,55,53,69,53,78,69,65,86,77,100,28,33,93,49,50,44,84,32,52,85,55,23,91,70,48,70,43,56,33,77,82,34,95,49,22,21,41,56,26,84,63,29,55,27,60
4/18/2015,23,60,35,18,18,62,68,84,48,78,68,87,97,53,95,24,43,85,45,52,48,87,36,80,70,52,21,90,75,54,68,44,67,32,76,85,33,88,41,28,25,32,47,25,79,66,23,57,34,70
4/19/2015,24,65,54,27,22,70,71,89,64,92,84,62,96,86,107,28,32,95,48,47,48,95,32,79,98,57,31,79,76,44,54,52,92,29,79,64,33,89,44,28,29,50,60,24,79,76,20,63,33,85
4/20/2015,17,41,26,13,12,33,51,55,35,63,72,41,68,46,81,19,29,55,26,36,30,48,22,50,72,35,12,69,51,31,57,31,43,8,55,59,31,62,33,24,14,26,43,20,43,47,12,50,18,50
4/21/2015,25,56,33,21,17,49,34,80,35,49,57,57,55,54,82,21,31,65,38,31,41,77,22,74,62,48,22,76,60,39,66,45,46,16,67,63,27,68,30,25,13,32,57,36,80,46,20,53,27,69
4/22/2015,19,49,35,21,13,60,55,51,47,55,53,55,79,58,76,26,26,66,31,49,42,84,23,66,83,57,26,65,56,38,50,41,79,26,57,58,42,65,40,26,16,37,52,18,79,44,22,47,22,69
4/23/2015,17,67,29,27,18,59,51,49,52,72,59,63,89,63,87,30,30,74,34,38,38,82,29,47,79,39,18,87,74,36,51,46,78,17,70,64,38,56,32,26,27,31,40,24,88,59,23,68,26,68
4/24/2015,11,61,32,25,17,56,50,86,53,90,98,70,77,58,95,18,24,83,42,47,42,73,32,68,70,58,21,89,69,35,60,42,65,24,64,67,26,67,43,28,18,36,51,28,77,63,18,52,33,77
4/25/2015,29,70,57,25,24,61,61,68,57,81,80,69,112,65,110,30,34,96,37,48,47,83,30,71,87,57,14,92,65,40,60,45,80,27,59,91,30,89,46,32,22,49,47,23,76,60,13,45,27,73
4/26/2015,30,66,41,26,18,54,74,103,63,88,77,86,98,61,92,25,41,102,47,49,59,89,30,73,112,54,30,93,86,43,55,52,74,24,105,88,27,91,48,25,17,41,67,39,97,66,21,60,24,80
4/27/2015,22,40,22,16,8,40,48,61,41,53,45,48,76,30,61,21,21,48,22,33,41,66,21,44,53,39,16,65,54,32,40,44,50,20,49,49,16,54,34,23,17,16,37,21,64,46,20,37,33,50
4/28/2015,27,57,30,24,14,55,52,75,45,51,62,78,59,48,70,27,22,65,40,44,45,65,21,49,79,54,14,75,73,39,58,46,69,17,65,60,27,67,46,26,24,37,29,32,77,35,19,37,23,56
4/29/2015,18,53,32,20,10,39,50,60,46,62,59,64,74,66,79,17,33,68,41,46,36,76,29,49,65,37,10,87,67,39,51,34,62,16,59,75,31,53,36,25,17,39,48,26,72,49,20,63,25,58
4/30/2015,27,64,42,26,15,57,52,73,39,68,55,63,79,44,73,32,26,82,34,45,42,81,31,62,86,47,21,97,74,39,48,40,71,23,72,77,18,89,34,28,20,36,38,27,98,56,18,60,35,85
5/1/2015,20,62,49,26,17,74,57,79,58,93,60,78,84,52,79,26,28,81,38,54,40,95,32,60,71,45,30,79,84,48,63,47,83,25,72,78,30,87,48,38,20,39,65,33,86,64,14,58,34,60
